"","SubjectID","age","gender","sspan.raw","ppvt.raw","wasi.vocab.raw","wasi.matr.raw","wasi.iq","wj3.watt.raw","wj3.wid.raw","wj3.rcomp.raw","wj3.oralcomp.raw","celf.rs.raw","celf.fs.raw","towre.w.ipm","towre.nw.ipm","wj3.rf.ipm","decoding.comp","handedness","vocab.comp"
"397",4128,17.33,"Female",40,205,39,19,95,29,72,39,26,88,56,146.513266,63.87410322,"26.33333333",0.428447956157595,"right",0.0964266624933469
"398",4130,15.83,"Male",41,171,29,17,87,27,64,33,24,79,48,121.3333333,70.66666667,"23.33333333",-0.537934369594502,"left",-1.63959326658101
"399",4132,15.83,"Male",37,167,31,25,94,29,68,35,25,73,56,116,58.66666667,"20.66666667",-0.432380444135357,"right",-1.52932412179087
"400",4134,16.08,"Male",36,204,34,24,104,30,68,35,27,82,56,98.66666667,68,"21",-0.373109682330883,"right",-0.369853889813363
"401",4142,16.33,"Male",39,216,37,19,97,30,73,34,28,83,53,112,77.33333333,"19.33333333",0.330063541148221,"right",0.397768307840842
"402",4143,16.42,"Female",43,209,42,23,116,31,72,37,31,96,54,113.3333333,76,"21.33333333",0.412343073004561,"right",0.512384891835908
"403",4148,17.42,"Male",43,207,37,24,107,30,74,37,30,80,55,108,74.66666667,"26.33333333",0.293271395719261,"right",0.00243017631867247
"404",4151,15.25,"Female",28,172,33,13,92,28,63,32,23,72,47,105.3333333,64,"24.33333333",-0.849892864102017,"right",-1.2801335395092
"405",4155,15.25,"Male",NA,190,36,20,95,29,67,39,29,NA,NA,126.6666667,76,"12.66666667",0.0159113193666142,"left",-0.639954884578545
"406",4156,17.42,"Male",40,203,33,23,103,29,70,39,29,83,52,105.3333333,74.66666667,"22",-0.168167759861728,"right",-0.492223374811748
"407",4158,15.67,"Female",46,201,38,19,109,32,70,37,28,87,52,128,85.54572271,"32.69662921",0.903954892375013,"right",-0.134113942680479
"408",4159,17.17,"Female",29,172,32,18,87,30,65,33,23,78,49,122.6666667,84,"26.33333333",0.161316150217784,"right",-1.36589825750824
"409",4162,18.83,"Female",46,213,40,24,112,29,71,38,28,84,52,122.6666667,76,"31.66666667",0.187673450300585,"right",0.514436917705335
"410",4163,16.75,"Male",41,205,40,25,116,27,72,37,28,88,55,126.6666667,84.6031385,"22.66666667",0.285802639864107,"right",0.182191380492388
"411",4165,16.25,"Female",32,177,32,20,90,30,67,34,25,74,51,118.6666667,90.66922523,"29",0.344016641217643,"right",-1.27689389480246
"412",4167,18,"Female",NA,196,48,19,108,31,68,38,27,89,52,124,68,"22",0.168459598565827,"left",0.56061120986442
"413",4173,15,"Female",50,208,39,23,125,31,69,38,29,82,54,136,81.33333333,"30.66666667",0.697855068232485,"right",0.214067337760596
"414",4174,15.25,"Female",46,211,39,22,109,30,72,39,28,77,53,105.3333333,66.66666667,"24.66666667",-0.0533658411247118,"right",0.339950355698896
"415",4178,13.75,"Female",37,202,36,24,111,30,68,37,27,NA,NA,72,70.66666667,"29",-0.649816836427146,"left",-0.270697145751045
"416",4179,16.33,"Female",48,207,39,21,105,29,69,43,30,88,56,121.3333333,77.33333333,"32.54237288",0.0682070744996286,"right",0.173959612316756
"417",4180,13.75,"Female",34,192,29,25,110,29,68,38,27,88,52,112,69.33333333,"24.66666667",-0.29460632739935,"left",-1.18593772588677
"418",4181,15.33,"Female",43,213,41,24,120,30,71,42,31,90,56,137.3333333,80,"34.13793103",0.655714701993245,"right",0.600201635704377
"419",4182,15.33,"Female",38,203,37,24,116,31,67,36,27,84,56,128,78.66666667,"25",0.394857679614553,"right",-0.149164502815581
"420",4183,17.25,"Male",43,197,36,24,103,29,67,37,29,75,53,104,66.66666667,"26.33333333",-0.516923899870272,"right",-0.437507375033028
