"","SubjectID","OC.LM1","OC.RLM1","PPVT.LM2","PPVT.RLM2","age","gender","sspan.raw","ppvt.raw","wasi.vocab.raw","wasi.matr.raw","wasi.iq","wj3.watt.raw","wj3.wid.raw","wj3.rcomp.raw","wj3.oralcomp.raw","celf.rs.raw","celf.fs.raw","towre.w.ipm","towre.nw.ipm","wj3.rf.ipm","decoding.comp","handedness","vocab.comp","sspan.tf","wasi.matr.tf","wasi.iq.tf","wj3.watt.tf","wj3.wid.tf","wj3.rcomp.tf","wj3.oralcomp.tf","celf.rs.tf","celf.fs.tf","towre.w.tf","towre.nw.tf","wj3.rf.tf","age.c","sspan.cs","wasi.matr.cs","wasi.iq.cs","wj3.watt.cs","wj3.wid.cs","wj3.rcomp.cs","wj3.oralcomp.cs","celf.rs.cs","celf.fs.cs","towre.w.cs","towre.nw.cs","wj3.rf.cs"
"80",120,"UPC","UPC","NSC","UPC",21.58,"Female",41,200,37,20,97,28,71,36,31,94,55,137.33,83.92,36,0.482630974775192,"right",-0.254018150165047,0.126110735883901,-0.527612998317522,-0.455645190889291,-0.448546366580239,0.233701526615042,-0.622082519145794,1.17993866161485,1.26086842955686,0.640938222376512,0.868449257187931,0.872163683764036,0.974372125766172,1.82121718377088,0.188719633291893,-0.387389029524618,-0.49120558727096,-0.121372931941637,0.353513652182897,-0.562053142631468,1.10286828350321,1.03849617877387,0.596487870568606,0.852552396920604,0.850484548896673,0.940189691460974
"81",121,"NSC","NSC","NSC","NSC",19.65,"Male",38,212,43,23,114,29,74,42,30,85,56,122.67,62.67,28,0.146928011841181,"right",0.726878878052746,-0.190920173694672,0.340499645878137,0.581834819032337,-0.0546451861840314,0.954666834177817,0.86012317590078,0.797492858018725,-0.01901303757345,1.34508990488873,0.0585607606528155,-0.542550735768896,0.0553100197900092,-0.10878281622912,-0.115834809399852,0.416746353014127,0.549508921071668,0.173289677396441,0.881897046904666,0.860378019547866,0.800528970132307,0.161009082662265,0.924639275686433,0.103434216387406,-0.462406577807399,-0.0368698199129068
"82",122,"NSC","NSC","EAC","EAC",23.2,"Female",45,209,44,27,128,30,72,41,31,96,54,112,72,38.43,0.148639192442711,"right",0.683914327833991,0.568557295187025,1.78031963366276,1.36844181263884,0.408983417827933,0.459833213798869,0.592740323391485,1.17993866161485,1.60606797315974,0.0669387761394801,-0.497635104660698,0.0502227679193768,1.22647402684689,3.44121718377088,0.594792223547554,1.48892686306579,1.40656792794207,0.467952286734519,0.529641450423487,0.623306159184644,1.10286828350321,1.23349331124311,0.268336465450779,-0.441797092363564,0.114029855705494,1.23697151804079
"83",123,"NSC","NSC","NSC","NSC",21.53,"Female",43,210,31,23,94,31,72,41,29,95,55,108,56,28.33,-0.045963756589777,"right",-0.389071536383372,0.344563399400807,0.340499645878137,-0.649785432017812,0.951822372174088,0.459833213798869,0.592740323391485,0.437168998918181,1.43047081828096,0.640938222376512,-0.698666796257916,-0.937472929994822,0.0964146848117403,1.77121718377088,0.391755928419724,0.416746353014127,-0.674861088743189,0.762614896072597,0.529641450423487,0.623306159184644,0.498189656761408,1.13599474500849,0.596487870568606,-0.646194958811913,-0.874499933812866,0.00343388493126557
"84",124,"UGC","UGC","UGC","UGC",20.42,"Male",43,213,39,23,105,32,73,44,27,95,55,151.13,77.33,32,1.34273574500997,"right",0.428672199706293,0.344563399400807,0.340499645878137,0.0451017657612659,1.58428105882695,0.6999360661747,1.41979784066822,-0.21954000549557,1.43047081828096,0.640938222376512,1.67715721962246,0.409043802799406,0.533753783282898,0.661217183770884,0.391755928419724,0.416746353014127,-0.00145758334501736,1.05727750541068,0.705769248664076,1.33452174027431,-0.106488969980391,1.13599474500849,0.596487870568606,1.55772503616741,0.443333841838798,0.451659935774034
"85",125,"EAC","EAC","NSC","EAC",22.21,"Female",40,223,48,24,125,31,76,43,31,95,55,130.67,78.67,35.21,1.06390428771256,"right",1.70702425955615,0.0189986240229878,0.669363476148038,1.20440217147591,0.951822372174088,1.51074668234039,1.13578914998184,1.17993866161485,1.43047081828096,0.640938222376512,0.494098511034332,0.501491033599246,0.890003077632919,2.45121718377088,0.0872014857279783,0.684791480527042,1.22291242646984,0.762614896072597,1.23415264338584,1.09744987991109,1.10286828350321,1.13599474500849,0.596487870568606,0.512229949284103,0.526123211710961,0.843705064712804
"86",126,"NSC","EAC","NSC","EAC",24.91,"Female",39,204,42,20,104,31,72,40,27,91,54,126.67,72,32.67,0.542135922214686,"right",0.31626385417897,-0.0866836607712414,-0.527612998317522,-0.0162124880709243,0.951822372174088,0.459833213798869,0.333580035710489,-0.21954000549557,0.786592216628896,0.0669387761394801,0.274378970813372,0.0502227679193768,0.60998839828805,5.15121718377088,-0.0143166618359369,-0.387389029524618,-0.0626760838357602,0.762614896072597,0.529641450423487,0.386234298821421,-0.106488969980391,0.74600048007,0.268336465450779,0.307832082835755,0.114029855705494,0.533488669851596
"87",127,"NSC","NSC","UGC","NSC",20.56,"Male",48,205,46,27,131,30,76,43,29,92,56,148.11,91.29,32.67,1.48489939066738,"right",0.696779688486638,0.914700128557153,1.78031963366276,1.53019044009301,0.408983417827933,1.51074668234039,1.13578914998184,0.437168998918181,0.939070876238383,1.34508990488873,1.49643709503977,1.41475428287025,0.60998839828805,0.801217183770881,0.899346666239299,1.48892686306579,1.5902234294143,0.467952286734519,1.23415264338584,1.09744987991109,0.498189656761408,0.843499046304623,0.924639275686433,1.4034046469989,1.30582608319357,0.533488669851596
"88",128,"NSC","NSC","EAC","EAC",19.22,"Male",47,215,45,22,117,28,74,41,27,92,55,155.51,100.61,32.67,1.41668478249609,"right",1.03598178493273,0.797982859259267,0.0316697425533037,0.755073884055869,-0.448546366580239,0.954666834177817,0.592740323391485,-0.21954000549557,0.939070876238383,0.640938222376512,1.94292229121178,2.13680383829658,0.60998839828805,-0.538782816229119,0.797828518675384,0.148701225501212,0.733164422543897,-0.121372931941637,0.881897046904666,0.623306159184644,-0.106488969980391,0.843499046304623,0.596487870568606,1.78154069992835,1.88164468558801,0.533488669851596
"89",130,"NSC","NSC","NSC","NSC",20.24,"Female",38,203,46,21,113,30,71,40,27,86,55,100,74.67,24.33,-0.0396179394554835,"right",0.622717959175793,-0.190920173694672,-0.257555094141849,0.523481985123947,0.408983417827933,0.233701526615042,0.333580035710489,-0.21954000549557,0.102910410238195,0.640938222376512,-1.08813867335172,0.228178842247601,-0.424766594894458,0.48121718377088,-0.115834809399852,-0.119343902011703,0.488290420580926,0.467952286734519,0.353513652182897,0.386234298821421,-0.106488969980391,0.258507648896888,0.596487870568606,-1.05499069170861,0.278990764331371,-0.485095870755675
"90",131,"EAC","EAC","NSC","NSC",20.81,"Male",54,216,43,26,122,30,76,43,31,90,55,138.67,76,38.8,0.983354043825298,"right",0.912356615835092,1.64231450665315,1.38886536093685,1.03798333319969,0.408983417827933,1.51074668234039,1.13578914998184,1.17993866161485,0.639541318812575,0.640938222376512,0.945038897960902,0.318168621726055,1.26392886749001,1.05121718377088,1.50845555162279,1.22088173555287,1.03925692499761,0.467952286734519,1.23415264338584,1.09744987991109,1.10286828350321,0.648501913835378,0.596487870568606,0.9210256821808,0.361162303085085,1.28216052044183
"91",132,"NSC","UGC","NSC","UGC",19.07,"Female",37,218,47,25,131,29,76,44,31,96,54,140.6,68,44.89,0.719069657242567,"right",1.35440091503229,-0.293694381472266,1.01868139115073,1.53019044009301,-0.0546451861840314,1.51074668234039,1.41979784066822,1.17993866161485,1.60606797315974,0.0669387761394801,1.05609075438047,-0.209526108598677,1.8491022728338,-0.688782816229118,-0.217352956963767,0.952836608039957,1.5902234294143,0.173289677396441,1.23415264338584,1.33452174027431,1.10286828350321,1.23349331124311,0.268336465450779,1.01964765274213,-0.133102591674096,2.0259470734752
"92",133,"NSC","NSC","NSC","EAC",22.58,"Female",45,216,48,26,133,31,76,42,28,94,54,137.33,77.33,40.55,1.15000715559025,"right",1.3411802058303,0.568557295187025,1.38886536093685,1.63679126014217,0.951822372174088,1.51074668234039,0.86012317590078,0.0983610789803018,1.26086842955686,0.0669387761394801,0.868449257187931,0.409043802799406,1.4379548623439,2.82121718377088,0.594792223547554,1.22088173555287,1.71266043039578,0.762614896072597,1.23415264338584,0.860378019547866,0.195850343390509,1.03849617877387,0.268336465450779,0.852552396920604,0.443333841838798,1.49589228855487
"93",134,"UGC","UGC","NSC","EAC",21.17,"Female",47,206,41,20,102,25,68,39,25,92,52,121.33,68,32.67,-0.547999017783917,"right",0.306280814273692,0.797982859259267,-0.527612998317522,-0.139908905473481,-1.29397563816855,-0.367120892959059,0.0825807554130022,-0.795074325874776,0.939070876238383,-0.776371583828048,-0.0128567030599824,-0.209526108598677,0.60998839828805,1.41121718377088,0.797828518675384,-0.387389029524618,-0.185113084817246,-1.00536075995587,-0.174869742538872,0.149162438458199,-0.711167596722189,0.843499046304623,-0.387966344784874,0.0349609311272092,-0.133102591674096,0.533488669851596
"94",136,"UGC","UGC","NSC","UGC",23.14,"Male",44,222,50,25,135,31,75,45,30,91,56,167.2,100.22,46.67,0.187363891759691,"right",1.82288978837472,0.455874706473175,1.01868139115073,1.74243423544627,0.951822372174088,1.22470370101385,1.71220791790996,0.797492858018725,0.786592216628896,1.34508990488873,2.67308937988081,2.10580535318709,2.01011409757001,3.38121718377088,0.493274075983639,0.952836608039957,1.83509743137727,0.762614896072597,1.05802484514526,1.57159360063753,0.800528970132307,0.74600048007,0.924639275686433,2.37889346462365,1.8575492719685,2.24334281475589
"95",137,"NSC","NSC","NSC","NSC",22.54,"Male",40,210,44,19,106,28,73,41,28,94,53,122.67,73.33,22.67,0.156980348081051,"left",0.725869797604169,0.0189986240229878,-0.778952014710638,0.106067222692814,-0.448546366580239,0.6999360661747,0.592740323391485,0.0983610789803018,1.26086842955686,-0.399230700666065,0.0585607606528155,0.138414661864481,-0.657490295458545,2.78121718377088,0.0872014857279783,-0.655434157037533,0.0597609171457255,-0.121372931941637,0.705769248664076,0.623306159184644,0.195850343390509,1.03849617877387,-0.0598149396670472,0.103434216387406,0.196201394459208,-0.687835719365755
"96",138,"UPC","UPC","UPC","NSC",20.36,"Female",29,204,38,25,109,27,70,37,28,90,54,125.33,70.67,31.33,-0.159278886321057,"right",-0.0267950178171964,-1.06103343653189,1.01868139115073,0.286922352969609,-0.78133227313127,0.0209052893051829,-0.395186268563264,0.0983610789803018,0.639541318812575,0.0669387761394801,0.201642706279889,-0.0370630242572242,0.456463617663333,0.601217183770881,-1.02949813747509,0.952836608039957,0.243416418617954,-0.416035541279715,0.177385853942307,-0.324981282268246,0.195850343390509,0.648501913835378,0.268336465450779,0.239358797575558,0.0318583169517808,0.369831201696471
"97",141,"EPC","EPC","NSC","NSC",17.1,"Male",11,188,36,20,97,30,67,37,23,93,52,118.67,60,26.67,-0.281902622600259,"right",-0.691704388261182,-2.37537726756361,-0.527612998317522,-0.455645190889291,0.408983417827933,-0.543520643093917,-0.395186268563264,-1.29437370385504,1.09711603347462,-0.776371583828048,-0.153302559075424,-0.703604462614291,-0.113641893184499,-2.65878281622912,-2.85682479362556,-0.387389029524618,-0.49120558727096,0.467952286734519,-0.350997540779462,-0.324981282268246,-1.31584622346399,0.940997612539245,-0.387966344784874,-0.100963650060943,-0.627367486433276,-0.199305963678814
"98",142,"NSC","EAC","NSC","EAC",16.15,"Female",43,212,40,22,110,27,69,39,30,90,56,137.33,68,31.33,-0.069776168471936,"right",0.469584724055622,0.344563399400807,0.0316697425533037,0.346543552258461,-0.78133227313127,-0.179170573938824,0.0825807554130022,0.797492858018725,0.639541318812575,1.34508990488873,0.868449257187931,-0.209526108598677,0.456463617663333,-3.60878281622912,0.391755928419724,0.148701225501212,0.304634919108697,-0.416035541279715,0.00125805570171771,0.149162438458199,0.800528970132307,0.648501913835378,0.924639275686433,0.852552396920604,-0.133102591674096,0.369831201696471
"99",143,"EAC","EAC","NSC","NSC",23.17,"Male",46,212,43,12,92,28,75,40,30,93,54,132,72,31.67,0.443535808572415,"right",0.726878878052746,0.682597696519674,-2.05429091002048,-0.781280252166592,-0.448546366580239,1.22470370101385,0.333580035710489,0.797492858018725,1.09711603347462,0.0669387761394801,0.568010627256111,0.0502227679193768,0.49581965722482,3.41121718377088,0.696310371111469,-2.53175004962794,-0.797298089724675,-0.121372931941637,1.05802484514526,0.386234298821421,0.800528970132307,0.940997612539245,0.268336465450779,0.580192239878179,0.114029855705494,0.411356230929861
"100",144,"NSC","NSC","NSC","NSC",24.99,"Female",39,215,45,26,122,31,75,42,30,90,55,137.33,80,35.71,1.11924353785454,"right",1.03598178493273,-0.0866836607712414,1.38886536093685,1.03798333319969,0.951822372174088,1.22470370101385,0.86012317590078,0.797492858018725,0.639541318812575,0.640938222376512,0.868449257187931,0.594124078187342,0.943544231711199,5.23121718377088,-0.0143166618359369,1.22088173555287,1.03925692499761,0.762614896072597,1.05802484514526,0.860378019547866,0.800528970132307,0.648501913835378,0.596487870568606,0.852552396920604,0.608294750464675,0.904771284173671
"101",145,"UGC","UGC","UGC","UGC",23.18,"Female",44,217,40,22,104,31,75,46,31,96,55,101.33,77.33,36.3,0.497120755176164,"right",0.704019642220141,0.455874706473175,0.0316697425533037,-0.0162124880709243,0.951822372174088,1.22470370101385,2.01307716102757,1.17993866161485,1.60606797315974,0.640938222376512,-1.02456928655305,0.409043802799406,1.00609133393895,3.42121718377088,0.493274075983639,0.148701225501212,-0.0626760838357602,0.762614896072597,1.05802484514526,1.80866546100076,1.10286828350321,1.23349331124311,0.596487870568606,-0.987028401114534,0.443333841838798,0.976829423137495
"102",146,"NSC","NSC","NSC","NSC",21.2,"Male",57,217,48,25,129,28,75,43,30,93,55,118.67,83.18,46.67,0.458527065180191,"right",1.39013738621247,2.02318502893815,1.01868139115073,1.42260837766821,-0.448546366580239,1.22470370101385,1.13578914998184,0.797492858018725,1.09711603347462,0.640938222376512,-0.153302559075424,0.81910759515876,2.01011409757001,1.44121718377088,1.81300999431454,0.952836608039957,1.46778642843281,-0.121372931941637,1.05802484514526,1.09744987991109,0.800528970132307,0.940997612539245,0.596487870568606,-0.100963650060943,0.804765046131449,2.24334281475589
"103",147,"NSC","NSC","UPC","NSC",24.48,"Female",22,228,44,18,104,30,75,41,27,69,56,118.67,74.67,35.93,0.536998325342757,"right",1.6604566892817,-1.64622679645631,-1.01203081214324,-0.0162124880709243,0.408983417827933,1.22470370101385,0.592740323391485,-0.21954000549557,-1.41950110377215,1.34508990488873,-0.153302559075424,0.228178842247601,0.966945933915813,4.72121718377088,-1.74012517042249,-0.923479284550448,-0.0626760838357602,0.467952286734519,1.05802484514526,0.623306159184644,-0.106488969980391,-1.39896797709169,0.924639275686433,-0.100963650060943,0.278990764331371,0.931640420736453
"104",148,"NSC","NSC","NSC","NSC",21.72,"Female",34,191,39,18,96,28,66,35,26,66,55,110.67,64,24,-0.63862820322302,"right",-0.355809622288444,-0.593068198170423,-1.01203081214324,-0.519954185053878,-0.448546366580239,-0.708925334540442,-0.841074874503874,-0.51714658018286,-1.58760319340777,0.640938222376512,-0.564937404044854,-0.460875292149494,-0.470189910255278,1.96121718377088,-0.521907399655513,-0.923479284550448,-0.552424087761703,-0.121372931941637,-0.527125339020051,-0.799125002994691,-0.40882828335129,-1.69146367579556,0.596487870568606,-0.50975938295764,-0.380235039053686,-0.525399575599847
"105",150,"NSC","NSC","NSC","NSC",21.7,"Female",44,209,48,23,123,31,73,40,28,93,56,156,82.33,35,1.35110528608951,"left",1.02697319983016,0.455874706473175,0.340499645878137,1.09372630487803,0.951822372174088,0.6999360661747,0.333580035710489,0.0983610789803018,1.09711603347462,1.34508990488873,1.97292157166144,0.758490273656223,0.867366455847715,1.94121718377088,0.493274075983639,0.416746353014127,1.10047542548835,0.762614896072597,0.705769248664076,0.386234298821421,0.195850343390509,0.940997612539245,0.924639275686433,1.80657943856827,0.752249401063286,0.818057252539239
"106",152,"NSC","NSC","EAC","NSC",16.18,"Female",45,220,43,24,121,30,76,42,31,96,56,112,81.61,32.91,0.666168633779032,"right",1.11468548828889,0.568557295187025,0.669363476148038,0.981965631498564,0.408983417827933,1.51074668234039,0.86012317590078,1.17993866161485,1.60606797315974,1.34508990488873,-0.497635104660698,0.707417158164127,0.637046294768352,-3.57878281622912,0.594792223547554,0.684791480527042,0.978038424506869,0.467952286734519,1.23415264338584,0.860378019547866,1.10286828350321,1.23349331124311,0.924639275686433,-0.441797092363564,0.70776556053496,0.562800455192812
"107",153,"UGC","UGC","UGC","UGC",22.76,"Male",48,206,43,21,108,29,69,42,26,91,54,138.67,74.67,33.49,0.303847107913385,"right",0.477810250271775,0.914700128557153,-0.257555094141849,0.226972486014179,-0.0546451861840314,-0.179170573938824,0.86012317590078,-0.51714658018286,0.786592216628896,0.0669387761394801,0.945038897960902,0.228178842247601,0.701905015957075,3.00121718377088,0.899346666239299,-0.119343902011703,0.182197918127211,0.173289677396441,0.00125805570171771,0.860378019547866,-0.40882828335129,0.74600048007,0.268336465450779,0.9210256821808,0.278990764331371,0.633637269767419
"108",154,"EPC","EPC","EPC","UPC",16.69,"Male",31,194,39,16,95,27,63,31,22,74,53,117.33,66.67,21,-0.719926372521956,"left",-0.27119619882891,-0.878620929163059,-1.42530047493406,-0.584665350746804,-0.78133227313127,-1.14444029872323,-1.63937010679095,-1.51699482892275,-1.08064741389013,-0.399230700666065,-0.223382722537249,-0.294042315552897,-0.903054006790008,-3.06878281622912,-0.826461842347258,-1.45956953957628,-0.613642588252446,-0.416035541279715,-1.05550873374182,-1.74741244444758,-1.61818553683489,-0.911475145918582,-0.0598149396670472,-0.169436935321139,-0.215274130427809,-0.891796892365053
"109",157,"NSC","NSC","UGC","UGC",18.45,"Male",55,204,41,24,113,31,73,43,30,93,55,159.88,80,27.67,1.37629729102568,"right",0.230499136179928,1.76803162002639,0.669363476148038,0.523481985123947,0.951822372174088,0.6999360661747,1.13578914998184,0.797492858018725,1.09711603347462,0.640938222376512,2.21235299108722,0.594124078187342,0.0138873521030133,-1.30878281622912,1.60997369918671,0.684791480527042,0.488290420580926,0.762614896072597,0.705769248664076,1.09744987991109,0.800528970132307,0.940997612539245,0.596487870568606,2.00484536902317,0.608294750464675,-0.0771735247570792
"110",158,"NSC","NSC","NSC","NSC",20.7,"Male",42,212,37,23,102,27,69,39,27,83,56,129.33,66.67,31,-0.231774380340836,"right",0.212290570058497,0.234637283922601,0.340499645878137,-0.139908905473481,-0.78133227313127,-0.179170573938824,0.0825807554130022,-0.21954000549557,-0.249073685432781,1.34508990488873,0.420061118220201,-0.294042315552897,0.417996138135394,0.941217183770881,0.290237780855809,0.416746353014127,-0.185113084817246,-0.416035541279715,0.00125805570171771,0.149162438458199,-0.106488969980391,-0.0339880498069798,0.924639275686433,0.443756664023907,-0.215274130427809,0.329527496852299
"111",159,"NSC","NSC","NSC","NSC",21.1,"Male",37,202,40,24,109,30,71,40,26,90,55,130.67,73.33,27,0.4038886870567,"right",0.0723617262451214,-0.293694381472266,0.669363476148038,0.286922352969609,0.408983417827933,0.233701526615042,0.333580035710489,-0.51714658018286,0.639541318812575,0.640938222376512,0.494098511034332,0.138414661864481,-0.0712171377387439,1.34121718377088,-0.217352956963767,0.684791480527042,0.243416418617954,0.467952286734519,0.353513652182897,0.386234298821421,-0.40882828335129,0.648501913835378,0.596487870568606,0.512229949284103,0.196201394459208,-0.159002258834642
"112",160,"NSC","NSC","UGC","NSC",23.38,"Female",39,208,44,24,116,28,75,43,29,91,54,141.82,77.33,43.88,0.722751644208697,"right",0.642890927755804,-0.0866836607712414,0.669363476148038,0.697626592641534,-0.448546366580239,1.22470370101385,1.13578914998184,0.437168998918181,0.786592216628896,0.0669387761394801,1.12673783984843,0.409043802799406,1.75585337539861,3.62121718377088,-0.0143166618359369,0.684791480527042,0.671945922053154,-0.121372931941637,1.05802484514526,1.09744987991109,0.498189656761408,0.74600048007,0.268336465450779,1.08198900200887,0.443333841838798,1.90259331016425
"113",161,"NSC","NSC","NSC","NSC",20.61,"Female",46,212,39,25,111,30,73,42,29,90,55,128,60,27,0.246953699826685,"right",0.38382000605658,0.682597696519674,1.01868139115073,0.405840822586838,0.408983417827933,0.6999360661747,0.86012317590078,0.437168998918181,0.639541318812575,0.640938222376512,0.347005350901697,-0.703604462614291,-0.0712171377387439,0.851217183770881,0.696310371111469,0.952836608039957,0.36585341959944,0.467952286734519,0.705769248664076,0.860378019547866,0.498189656761408,0.648501913835378,0.596487870568606,0.375794373429831,-0.627367486433276,-0.159002258834642
"114",162,"NSC","NSC","NSC","NSC",22.74,"Male",36,216,44,22,111,31,76,43,29,90,56,128,114.38,32.33,1.85930681637218,"right",0.998121333834133,-0.394989124686561,0.0316697425533037,0.405840822586838,0.951822372174088,1.51074668234039,1.13578914998184,0.437168998918181,0.639541318812575,1.34508990488873,0.347005350901697,3.27377709809886,0.571431870065688,2.98121718377088,-0.318871104527682,0.148701225501212,0.36585341959944,0.762614896072597,1.23415264338584,1.09744987991109,0.498189656761408,0.648501913835378,0.924639275686433,0.375794373429831,2.73239813569225,0.491963640618206
"115",163,"EPC","EPC","EPC","EPC",21.66,"Female",21,169,37,18,94,17,59,36,24,84,54,112,41.33,22.33,-1.77301383578471,"right",-0.984955485775748,-1.72267258892939,-1.01203081214324,-0.649785432017812,-2.12319182383493,-1.60164962016883,-0.622082519145794,-1.0539424222927,-0.136299434816816,0.0669387761394801,-0.497635104660698,-1.71474684468931,-0.706510826727205,1.90121718377088,-1.84164331798641,-0.923479284550448,-0.674861088743189,-3.3626616346605,-1.76001992670418,-0.562053142631468,-1.01350691009309,0.0635105164276427,0.268336465450779,-0.441797092363564,-1.78085818457751,-0.729360748599145
"116",164,"NSC","NSC","NSC","NSC",17.08,"Female",41,208,43,23,114,28,73,38,28,90,54,121.33,70.67,31,0.0825535784825164,"right",0.557126209756763,0.126110735883901,0.340499645878137,0.581834819032337,-0.448546366580239,0.6999360661747,-0.160320117218132,0.0983610789803018,0.639541318812575,0.0669387761394801,-0.0128567030599824,-0.0370630242572242,0.417996138135394,-2.67878281622912,0.188719633291893,0.416746353014127,0.549508921071668,-0.121372931941637,0.705769248664076,-0.0879094219050235,0.195850343390509,0.648501913835378,0.268336465450779,0.0349609311272092,0.0318583169517808,0.329527496852299
"117",165,"UGC","UGC","UGC","UGC",23.93,"Male",48,208,37,26,113,30,74,44,26,92,55,125.33,93.85,32.36,0.979379712414059,"right",0.0425379017625131,0.914700128557153,1.38886536093685,0.523481985123947,0.408983417827933,0.954666834177817,1.41979784066822,-0.51714658018286,0.939070876238383,0.640938222376512,0.201642706279889,1.60915304202002,0.574844601862049,4.17121718377088,0.899346666239299,1.22088173555287,0.488290420580926,0.467952286734519,0.881897046904666,1.33452174027431,-0.40882828335129,0.843499046304623,0.596487870568606,0.239358797575558,1.46399084951651,0.495627613785858
"118",167,"EAC","EAC","UPC","UPC",24.69,"Female",26,228,32,23,96,27,71,40,28,91,54,110.67,64,28.67,-0.451253695317229,"right",0.6312800732932,-1.32224711353641,0.340499645878137,-0.519954185053878,-0.78133227313127,0.233701526615042,0.333580035710489,0.0983610789803018,0.786592216628896,0.0669387761394801,-0.564937404044854,-0.460875292149494,0.138438657100664,4.93121718377088,-1.33405258016683,0.416746353014127,-0.552424087761703,-0.416035541279715,0.353513652182897,0.386234298821421,0.195850343390509,0.74600048007,0.268336465450779,-0.50975938295764,-0.380235039053686,0.0449589141646559
"119",168,"NSC","NSC","UGC","NSC",24.16,"Female",29,197,40,15,75,30,74,40,26,88,53,118.67,73.33,31,0.427961021503436,"right",-0.0944485030368614,-1.06103343653189,-1.60646958787146,-1.9753061912829,0.408983417827933,0.954666834177817,0.333580035710489,-0.51714658018286,0.36117784864502,-0.399230700666065,-0.153302559075424,0.138414661864481,0.417996138135394,4.40121718377088,-1.02949813747509,-1.72761466708919,-1.8380125980673,0.467952286734519,0.881897046904666,0.386234298821421,-0.40882828335129,0.453504781366133,-0.0598149396670472,-0.100963650060943,0.196201394459208,0.329527496852299
"120",169,"UGC","UGC","UGC","UGC",20.55,"Male",36,201,38,15,89,30,69,40,27,85,54,117.33,74.67,32.33,0.0894523910801573,"left",-0.134113942680479,-0.394989124686561,-1.60646958787146,-0.981769009080224,0.408983417827933,-0.179170573938824,0.333580035710489,-0.21954000549557,-0.01901303757345,0.0669387761394801,-0.223382722537249,0.228178842247601,0.571431870065688,0.791217183770883,-0.318871104527682,-1.72761466708919,-0.980953591196903,0.467952286734519,0.00125805570171771,0.386234298821421,-0.106488969980391,0.161009082662265,0.268336465450779,-0.169436935321139,0.278990764331371,0.491963640618206
"121",170,"EPC","UPC","EPC","EPC",16.03,"Female",33,174,32,18,89,29,69,32,25,81,54,113.33,70.67,23.33,-0.191046617114171,"right",-1.33172645884136,-0.689814688382933,-1.01203081214324,-0.981769009080224,-0.0546451861840314,-0.179170573938824,-1.45130757582092,-0.795074325874776,-0.461575640655752,0.0669387761394801,-0.429878362709463,-0.0370630242572242,-0.563677495528429,-3.72878281622912,-0.623425547219428,-0.923479284550448,-0.980953591196903,0.173289677396441,0.00125805570171771,-1.51034058408436,-0.711167596722189,-0.228985182276225,0.268336465450779,-0.373834801769488,0.0318583169517808,-0.60722830967741
"122",171,NA,NA,"EPC","EPC",21.86,"Male",31,167,30,15,80,23,57,32,NA,38,50,33.33,74.67,21,-1.95570045430969,"right",-1.61508883978991,-0.878620929163059,-1.60646958787146,-1.60866989719883,-1.64606987252067,-1.78530853230302,-1.45130757582092,NA,-2.31455576949561,-1.32413455511096,-3.58683750491174,0.228178842247601,-0.903054006790008,2.10121718377088,-0.826461842347258,-1.72761466708919,-1.53192009561359,-1.59468597863203,-2.11227552318536,-1.51034058408436,NA,-4.42142353036499,-1.04426915502053,-4.46179213073646,0.278990764331371,-0.891796892365053
"123",172,"NSC","NSC","NSC","EAC",24.08,"Male",48,218,47,25,125,31,73,42,28,91,56,134.67,58.67,36.52,0.498412006662527,"right",1.35440091503229,0.914700128557153,1.01868139115073,1.20440217147591,0.951822372174088,0.6999360661747,0.86012317590078,0.0983610789803018,0.786592216628896,1.34508990488873,0.717668166393816,-0.782361527364638,1.02924244703424,4.32121718377088,0.899346666239299,0.952836608039957,1.22291242646984,0.762614896072597,0.705769248664076,0.860378019547866,0.195850343390509,0.74600048007,0.924639275686433,0.716627815732451,-0.70953902518699,1.00369855970028
"124",173,"EAC","EAC","NSC","NSC",24.14,"Male",49,216,50,26,140,32,76,44,31,95,55,133.33,80,34.19,1.3263504739078,"right",1.51270964182838,1.03273722599909,1.38886536093685,2.00249672280283,1.58428105882695,1.51074668234039,1.41979784066822,1.17993866161485,1.43047081828096,0.640938222376512,0.642346551888406,0.594124078187342,0.779206481090458,4.38121718377088,1.00086481380321,1.22088173555287,2.14118993383098,1.05727750541068,1.23415264338584,1.33452174027431,1.10286828350321,1.13599474500849,0.596487870568606,0.648154530472256,0.608294750464675,0.719129977012633
"125",174,"UGC","UGC","UGC","UGC",20.05,"Female",38,201,40,21,102,29,72,41,27,82,53,129.33,76,26,0.365528887601333,"left",0.0374154933176047,-0.190920173694672,-0.257555094141849,-0.139908905473481,-0.0546451861840314,0.459833213798869,0.592740323391485,-0.21954000549557,-0.357458747445781,-0.399230700666065,0.420061118220201,0.318168621726055,-0.20084278571085,0.291217183770883,-0.115834809399852,-0.119343902011703,-0.185113084817246,0.173289677396441,0.529641450423487,0.623306159184644,-0.106488969980391,-0.131486616041602,-0.0598149396670472,0.443756664023907,0.361162303085085,-0.281134697756377
