subject,cohort,age,sspan.raw,ppvt.raw,wasi.matr.raw,wasi.iq,wj3.watt.raw,wj3.wid.raw,wj3.rcomp.raw,wj3.rcomp.ss,wasi.vocab.raw
4084,a40,18.33,-0.05284422,0.429909531,0.962970209,0.208468528,0.956183576,0.334172306,40,108,36
4085,a40,18.08,-0.075584031,-0.810485181,-0.831854749,-0.884322566,-0.319694433,-0.871392206,36,96,32
4088,a40,16.08,-0.080131993,-1.327316312,-0.831854749,-0.884322566,0.190656771,-0.182498199,32,85,32
4091,a40,16.17,-0.080131993,-1.275633199,0.193759513,-0.174008355,0.445832372,-0.354721701,34,91,35
4092,a40,17.67,0.001731327,0.326543305,-2.883083273,-1.157520339,0.701007974,0.334172306,38,102,39
4093,a40,14.5,-0.021008485,0.326543305,1.219373774,1.301259622,-0.064518831,0.334172306,39,110,41
4104,a40,14.42,-0.002816636,-0.035238486,0.962970209,1.465178287,0.445832372,0.506395808,38,107,43
4107,a40,15.33,-0.075584031,0.326543305,-0.062644053,0.208468528,0.190656771,0.161948804,29,77,40
4108,a40,15,-0.034652371,0.274860192,0.450163078,0.864143185,0.956183576,0.506395808,38,103,43
4109,a40,16.58,-0.030104409,0.688325096,0.706566643,0.864143185,-0.574870034,-0.010274698,40,109,45
4114,a40,17.67,-0.043748296,-0.241970938,-0.831854749,-0.884322566,-0.319694433,-0.699168705,38,102,
4119,a40,17.83,-0.01191256,0.016444627,1.219373774,0.80950363,0.445832372,-0.010274698,40,108,40
4121,a40,16.25,-0.007364598,0.636641983,0.706566643,-0.556485238,0.445832372,0.161948804,38,104,25
4122,a40,15.33,-0.084679955,1.050106887,0.450163078,0.372387192,-0.064518831,0.678619309,42,118,38
4123,a40,16.25,-0.066488107,-0.190287825,0.706566643,0.263108083,-0.574870034,-0.526945203,32,84,37
4124,a40,14.08,-0.075584031,0.326543305,0.450163078,0.590945411,-0.064518831,-0.699168705,35,98,38
4125,a40,18.33,-0.13470754,-1.275633199,-0.575451184,-0.775043456,0.190656771,-0.526945203,30,77,33
4126,a40,18.25,-0.09377588,0.58495887,-1.088258315,-0.556485238,0.701007974,-0.354721701,32,83,39
4128,a40,17.33,-0.048296258,0.274860192,-0.575451184,-0.337927019,0.190656771,0.506395808,39,105,39
4130,a40,15.83,-0.043748296,-1.482365651,-1.088258315,-1.04824123,-0.319694433,-0.871392206,33,88,29
4132,a40,15.83,-0.061940144,-1.689098103,0.962970209,0.153828974,0.190656771,-0.182498199,35,95,31
4134,a40,16.08,-0.066488107,0.223177079,0.706566643,0.044549864,0.445832372,-0.182498199,35,94,34
4142,a40,16.33,-0.05284422,0.843374435,-0.575451184,-0.392566573,0.445832372,0.678619309,34,91,37
4143,a40,16.42,-0.034652371,0.481592644,0.450163078,0.536305857,0.701007974,0.506395808,37,101,42
4148,a40,17.42,-0.034652371,0.378226418,0.706566643,0.099189419,0.445832372,0.850842811,37,99,37
4151,a40,15.25,-0.102871804,-1.430682538,-2.113872576,-1.157520339,-0.064518831,-1.043615708,32,86,33
4156,a40,17.42,-0.048296258,0.171493966,0.450163078,-0.337927019,0.190656771,0.161948804,39,105,33
4157,a40,14.42,-0.111967729,-1.223950086,0.450163078,0.208468528,-0.319694433,-1.21583921,32,88,35
4158,a40,15.67,-0.021008485,0.06812774,-0.575451184,-0.174008355,0.956183576,0.161948804,37,101,38
4159,a40,17.17,-0.098323842,-1.430682538,-0.831854749,-0.884322566,0.445832372,-0.699168705,33,87,32
4161,a40,18.67,-0.039200333,0.06812774,-0.319047618,-0.501845683,0.190656771,0.334172306,40,107,35
4162,a40,18.83,-0.021008485,0.688325096,0.706566643,0.317747638,0.190656771,0.334172306,38,101,40
4163,a40,16.75,-0.043748296,0.274860192,0.962970209,0.700224521,-0.319694433,0.506395808,37,100,40
4165,a40,16.25,-0.084679955,-1.172266973,-0.319047618,-0.611124792,0.445832372,-0.354721701,34,91,32
4174,a40,15.25,-0.021008485,0.58495887,0.193759513,0.317747638,0.445832372,0.506395808,39,108,39
1002,a182,18.92,0.015375213,1.205156226,1.732180905,2.448690271,0.445832372,1.023066313,44,121,50
1004,a182,17.25,-0.089227918,-1.017217633,0.706566643,-0.228647909,-0.319694433,-0.699168705,35,93,32
1005,a182,17.83,-0.080131993,0.119810853,0.962970209,0.645584966,-0.064518831,-1.560286213,35,93,41
1007,a182,22.92,0.0290191,-0.44870339,0.193759513,-0.174008355,0.701007974,0.161948804,39,102,38
1010,a182,23.5,-0.034652371,0.740008209,0.706566643,0.754864075,0.701007974,0.506395808,44,118,46
1011,a182,25.08,0.010827251,0.998423774,-0.062644053,0.427026747,0.445832372,1.023066313,41,107,47
1012,a182,25,-0.030104409,1.256839339,0.962970209,1.519817841,0.445832372,1.023066313,44,117,49
1013,a182,21.67,-0.043748296,-0.397020277,0.962970209,0.208468528,0.190656771,0.678619309,40,105,37
1014,a182,21.17,-0.030104409,0.843374435,0.962970209,0.645584966,0.701007974,0.334172306,43,115,43
1016,a182,21.33,-0.034652371,0.740008209,1.47577734,1.73837606,0.701007974,0.850842811,42,111,48
1018,a182,23.83,-0.05284422,0.636641983,0.193759513,0.427026747,-0.064518831,1.023066313,43,113,45
1020,a182,18.08,-0.089227918,-0.44870339,-0.319047618,-0.556485238,-1.595572441,-1.388062711,34,89,34
1022,a182,21.33,-0.034652371,0.016444627,0.193759513,-0.064729245,0.701007974,-0.182498199,36,95,40
1024,a182,24.25,-0.09377588,0.06812774,-0.062644053,0.153828974,0.190656771,0.678619309,44,117,43
1028,a182,22.33,-0.021008485,0.998423774,0.450163078,0.153828974,0.701007974,1.023066313,43,114,41
1029,a182,21.92,-0.025556447,0.636641983,1.219373774,0.91878274,0.445832372,0.161948804,42,111,43
1031,a182,19.58,-0.039200333,1.205156226,0.962970209,1.683736505,0.190656771,1.195289815,45,125,50
1035,a182,17.42,-0.089227918,-0.862168294,0.706566643,0.044549864,-0.064518831,-0.871392206,39,105,38
1038,a182,20.58,-0.002816636,-0.138604712,0.450163078,-0.174008355,-0.064518831,0.678619309,42,112,37
1040,a182,23.08,-0.125611615,-1.327316312,-1.34466188,-1.376078558,-1.595572441,-0.871392206,31,85,29
1048,a182,21.58,-0.021008485,0.895057548,0.450163078,0.044549864,0.445832372,1.023066313,39,103,40
1050,a182,19.67,0.038115024,0.843374435,1.47577734,1.410538732,0.701007974,1.023066313,43,116,44
1054,a182,18.42,-0.125611615,0.171493966,-0.319047618,-0.556485238,-0.830045636,-0.871392206,34,89,34
1059,a182,15,-0.166543275,-1.689098103,-1.601065445,-1.594636777,-0.830045636,-1.560286213,30,80,23
1061,a182,22.92,-0.048296258,0.791691322,1.219373774,0.80950363,0.190656771,1.023066313,44,118,42
1082,a182,14.67,-0.139255502,-0.241970938,-0.575451184,0.044549864,0.445832372,-0.010274698,38,105,39
1085,a182,18.75,-0.061940144,-0.035238486,0.193759513,0.481666302,-0.064518831,-0.526945203,40,107,44
1087,a182,16.5,-0.039200333,-2.102563007,-1.34466188,-0.884322566,-1.085221238,-1.043615708,34,90,34
1092,a182,17.92,-0.048296258,-0.035238486,-0.062644053,-0.174008355,-1.595572441,-0.526945203,40,108,38
1093,a182,19.17,-0.007364598,1.205156226,0.706566643,0.91878274,0.701007974,1.195289815,44,121,47
1094,a182,19.75,-0.071036069,0.223177079,-0.062644053,-0.174008355,0.701007974,0.506395808,39,104,38
1095,a182,18.5,-0.061940144,-0.500386503,-0.319047618,-0.556485238,-0.574870034,-0.871392206,33,86,34
1096,a182,18.25,-0.061940144,-2.102563007,-0.831854749,-1.04824123,-0.064518831,-1.388062711,34,89,30
1097,a182,18.83,-0.030104409,0.119810853,0.962970209,0.427026747,0.701007974,0.161948804,39,104,39
1098,a182,18.92,-0.05284422,0.481592644,0.706566643,0.153828974,0.956183576,0.678619309,40,107,38
1099,a182,17.5,-0.066488107,-2.826126589,-0.831854749,-1.376078558,-0.319694433,-1.560286213,32,83,25
1100,a182,18.08,-0.080131993,-0.96553452,-0.062644053,-0.228647909,-0.064518831,-1.560286213,40,108,37
1106,a182,18.58,-0.089227918,-0.810485181,-0.575451184,-0.174008355,-0.574870034,-1.388062711,34,89,40
1118,a182,21.83,0.010827251,0.998423774,1.219373774,1.902294724,0.956183576,1.023066313,47,136,53
1119,a182,19.08,-0.080131993,0.895057548,0.706566643,0.099189419,-1.085221238,-1.043615708,38,101,37
1120,a182,22.25,-0.071036069,-0.655435842,-0.319047618,-0.884322566,0.701007974,-0.182498199,38,100,31
1126,a182,23.5,0.006279289,1.050106887,0.193759513,1.246620068,0.956183576,1.023066313,47,135,51
1127,a182,19,-0.016460522,0.843374435,0.450163078,-0.174008355,0.956183576,0.334172306,42,113,36
1129,a182,22.67,-0.048296258,0.791691322,0.706566643,0.481666302,0.701007974,1.195289815,44,118,43
1133,a182,22,-0.034652371,0.274860192,-0.831854749,-0.447206128,-2.361099246,0.161948804,36,95,40
1140,a182,20.33,-0.025556447,0.171493966,0.450163078,0.153828974,0.701007974,-0.182498199,42,112,41
1146,a182,22,-0.034652371,0.58495887,0.962970209,0.864143185,0.956183576,0.678619309,40,105,45
1147,a182,21.92,-0.007364598,0.998423774,1.219373774,1.301259622,0.701007974,1.023066313,45,123,47
1152,a182,22,-0.066488107,0.688325096,0.193759513,0.427026747,0.445832372,1.023066313,43,114,45
1154,a182,20.67,-0.089227918,-0.138604712,-0.831854749,-0.884322566,-2.616274848,-2.421403722,33,87,33
1157,a182,21.5,-0.048296258,1.050106887,0.706566643,0.481666302,0.956183576,1.023066313,44,118,43
1160,a182,20.42,0.001731327,0.06812774,1.219373774,0.427026747,-1.595572441,-1.21583921,36,95,37
1161,a182,21.58,-0.066488107,-0.035238486,0.450163078,-0.174008355,0.701007974,-1.043615708,38,100,37
1163,a182,22,0.001731327,-0.345337164,-0.062644053,-0.174008355,-0.574870034,-0.354721701,41,108,39
1167,a182,21.92,0.0290191,0.791691322,0.706566643,0.263108083,0.701007974,0.850842811,41,108,41
1169,a182,22.67,-0.002816636,1.205156226,0.962970209,1.082701404,0.956183576,0.850842811,46,129,47
1174,a182,19.08,-0.05284422,0.016444627,0.193759513,-0.1193688,0.190656771,-0.354721701,37,98,38
1176,a182,21.75,-0.043748296,0.06812774,-0.062644053,-0.174008355,-0.064518831,-0.526945203,37,98,39
1178,a182,22.67,-0.057392182,-0.552069616,-1.601065445,-1.212159894,-0.064518831,-1.043615708,35,93,32
1179,a182,20.75,-0.048296258,0.119810853,0.450163078,0.044549864,0.956183576,0.678619309,39,103,40
1180,a182,18.5,-0.075584031,0.119810853,-0.319047618,-0.283287464,-0.830045636,0.161948804,35,92,38
1183,a182,16.67,-0.107419766,0.274860192,0.706566643,0.317747638,0.445832372,-0.354721701,42,115,39
1185,a182,23.67,-0.048296258,0.740008209,-0.062644053,0.153828974,0.956183576,0.678619309,41,107,43
1186,a182,18.33,-0.021008485,0.946740661,-1.34466188,-0.337927019,0.190656771,1.023066313,42,114,42
1188,a182,15.42,-0.057392182,0.119810853,1.219373774,0.645584966,-1.34039684,-1.21583921,36,99,34
1189,a182,21.5,-0.021008485,-0.241970938,-0.831854749,-0.611124792,0.701007974,-0.182498199,38,100,38
1190,a182,18.17,-0.084679955,0.481592644,0.962970209,0.645584966,0.190656771,0.506395808,38,102,41
1193,a182,19.33,0.038115024,1.308522452,1.988584471,2.831167154,0.445832372,1.195289815,46,132,53
1198,a182,21.75,-0.057392182,0.223177079,0.962970209,0.754864075,-0.830045636,-0.182498199,40,105,44
1205,a182,19.5,0.006279289,1.411888678,1.732180905,2.448690271,0.445832372,0.850842811,43,116,50
1206,a182,15.42,-0.066488107,-0.603752729,-0.319047618,-0.283287464,0.190656771,-0.871392206,36,99,35
1209,a182,14.83,-0.034652371,0.06812774,1.219373774,1.028061849,0.190656771,0.161948804,39,109,38
1210,a182,16,18.68930804,-1.585731877,-0.831854749,-0.884322566,-1.595572441,-1.560286213,33,88,32
