"","SubjectID","composite1"
"194",1076,-0.165258778886665
"197",1082,-0.283124181629976
"198",1083,-0.226479493380219
"199",1085,-0.852208090671781
"200",1087,-1.9274683351062
"206",1095,-1.28318162027184
"208",1097,0.266381624786058
"211",1102,0.972588357858815
"213",1106,-1.06601839350797
"216",1113,-0.617830555302137
"220",1118,1.04482498027179
"222",1120,-0.0725778429906965
"228",1129,-0.422057947441159
"234",1142,-0.917352341250281
"237",1146,0.848062036639868
"238",1147,1.04555863882244
"244",1154,-2.56123669789094
"246",1157,1.23643131400408
"247",1160,-2.23664256405563
"248",1161,-0.130950130690425
"249",1163,-0.758551221342859
"252",1168,-1.31010152085617
"253",1169,0.99285295632263
"254",1174,-0.259824440940063
"255",1175,0.494036486911276
"256",1176,-0.645234509908435
"258",1179,0.528229629288514
"262",1184,-1.02223561670345
"263",1185,0.894161086106061
"264",1186,0.445401687704584
"265",1187,0.126373132586853
"266",1188,-1.33785092020938
"271",1197,-1.2271352392174
"276",4002,2.23105770223593
"277",4004,-0.797805826381805
"278",4007,-0.448986561397622
"280",4010,-0.302890968192726
"281",4013,0.380122792085023
"283",4021,1.56711668171657
"284",4022,-0.0680861426882069
"285",4023,-1.35985866706011
"286",4026,-1.4990223289643
"288",4036,-0.75752044732761
"289",4038,2.81150834118693
"290",4039,1.00412831154171
"292",4041,0.361645446172808
"295",4047,-0.779936328074959
"297",4050,0.075870904379619
"298",4051,0.150139940677931
"299",4055,-0.259530765333397
"300",4057,-0.391312293347365
"301",4059,-0.452188431140418
"302",4060,0.507733425096714
"303",4062,1.67174082938452
"305",4070,-0.891829361857591
"306",4071,0.167240524092494
"307",4078,-1.17876221559283
"309",4084,0.628256233161107
"311",4090,-0.0829855219472058
"313",4102,-0.938539012773592
"314",4114,-0.948272174617278
"316",4123,-0.932573491470711
"317",4132,-0.535620695848714
"318",4151,-0.930558897751516
