"","SubjectID","age.tested","age.tested.c","towre.w.ipm","towre.w.ipm.cs","towre.nw.ipm","towre.nw.ipm.t","wj3.wid.raw","wj3.wid.t","wj3.watt.raw","wj3.watt.t","ppvt.raw","ppvt.t","wasi.matr.raw","wasi.matr.t","ktea2.raw","ktea2.t","wj3.rcomp.raw","wj3.rcomp.t","decode","decode.cs","Pred","stdPred","resid","CI_group"
"122","153",22.76,-3.733914591,138.67,-0.787053173,74.67,-0.809399903,69,-1.576149195,29,-1.41322975,206,-0.983252354,21,-0.252693548,80.77358491,-1.281492416,42,-0.96528561,-1.146458005,-1.327397803,-1.04107449391995,-1.1683280612093,-0.240417922080056,"EPC"
"124","155",20.39,2.016085409,112,-0.570991898,50.67,-1.154657797,57,-0.026231123,19,-0.851164447,85,0.330096252,7,1.232951274,47.83018868,1.202557614,35,0.63160695,-0.650761316,-0.753467757,0.272622588926414,0.305946041898242,0.929935025073586,"UGC"
"125","157",18.45,-3.813914591,159.88,-0.354930623,80,-1.481295073,73,-0.828317379,31,-1.063496366,204,-0.193398456,24,0.294292934,83.66037736,-0.373853223,43,-0.96528561,-0.93200986,-1.079104368,-0.43711329676793,-0.49054292803855,0.0632600737679283,"EAC"
"129","161",20.61,-4.653914591,128,-1.507077372,60,-2.549311316,73,-0.368379615,30,1.102549013,212,-0.253507611,25,0.904086171,85.24528302,-0.373853223,42,-0.089482551,-0.830554823,-0.961637183,-0.3853671962061,-0.43247175090705,0.0115139732060979,"EAC"
"130","162",22.74,-2.313914591,128,-1.291016097,114.38,0.16949459,76,0.750905434,31,0.682542295,216,0.854960526,22,0.904086171,86.67924528,1.474234252,43,0.884210536,0.077981556,0.090288999,0.587245540576737,0.659026273192,0.886988711423264,"UGC"
"135","167",24.69,-3.733914591,110.67,-1.147335349,64,-0.593468235,71,-1.229160995,27,-1.41322975,228,-1.462865546,23,-0.738283726,85.18867925,-1.322627727,40,-0.96528561,-1.095798582,-1.268743054,-1.38482258143871,-1.55409347854861,0.0621948544387076,"EPC"
"138","170",16.03,0.686085409,113.33,1.7586888,70.67,0.573339531,69,0.965801985,29,1.567141763,174,1.017253918,18,0.591254207,55,1.474234252,32,1.678754225,1.21624302,1.408196641,1.03022083095996,1.15614772337711,0.444013421040042,"UGC"
"140","172",24.08,5.176085409,134.67,0.437474103,58.67,0.248971844,73,0.750905434,31,1.102549013,218,0.330096252,25,-0.252693548,85.69811321,0.455125345,42,0.63160695,0.634975099,0.735190078,0.491843391859523,0.551962842001409,-0.0367180468595209,"EAC"
"141","174",20.05,0.826085409,129.33,1.595562538,76,1.465132817,72,1.663562087,29,0.682542295,201,0.401106703,21,1.939406956,80.56603774,1.372844382,41,1.40778337,1.351699934,1.565032051,0.897492175550905,1.00719525787731,0.475352206449098,"UGC"
"145","178",16.04,1.076085409,106.67,1.085657929,65.33,0.491533654,74,1.663562087,31,0.682542295,212,1.271509916,22,1.578007153,84.83018868,1.227663005,44,1.40778337,0.980823991,1.135622591,1.27687529047249,1.43295147579728,-0.0492122854724831,"EAC"
